441,Noise Isolating Earbuds,Electronics,471,461,T,0.15,0
442,Solar Pathway Lights 6pk,Garden,512,426,T,0.15,0
443,Cash Register with Scanner,Toys,1883,267,T,0.15,0
444,"Whisk Balloon 12""",Home,1201,156,T,0.15,0
445,Embossing Powder Clear 2oz,Office,523,221,T,0.15,0
446,Smart Scale Body Fat,Electronics,917,155,T,0.15,0
447,Mango Chunks Frozen,Perishables,1800,489,S,0,0
448,Wireless Presenter Remote,Office,1891,302,D,0,0.05
449,Garden Netting Insect 14ft x 14ft,Garden,813,2,T,0.15,0
450,Desk Organizer Pen Holder,Office,148,250,T,0.15,0
451,Sheath Protectors 50ct Plastic,Office,1082,37,D,0,0.18
452,"Hanging Basket Chain 12""",Garden,293,470,D,0,0.04
453,Lamp LED Touch Control,Home,220,439,D,0,0.14
454,Chili Powder 1.5oz,Perishables,1166,301,S,0,0
455,Vitamin C Serum 20%,Beauty,542,345,D,0,0.16
456,Hammer Tap Toy,Toys,1104,266,D,0,0.14
457,Sunglasses Polarized Sports,Sports,212,183,D,0,0.17
458,Dish Soap Pump 16oz,Home,1666,21,T,0.15,0
459,"Triangle 45° 8"" Clear",Office,1290,447,D,0,0.1
460,The Alchemist 25th,Books,240,81,D,0,0.12
461,Cellulite Massager Wooden,Beauty,857,294,D,0,0.19
462,Police Car Lights & Siren,Toys,191,458,D,0,0.11
463,Toenail Clipper Heavy Duty,Beauty,1598,256,D,0,0.11
464,Radiator Aluminum,Automotive,1278,261,T,0.15,0
465,Rocking Horse Plush,Toys,1233,357,D,0,0.13
466,"Messenger Bag Canvas 14""",Office,439,464,T,0.15,0
467,"Action Figure Superhero 6""",Toys,1740,105,D,0,0.14
468,Protein Shaker Bottle,Sports,284,71,D,0,0.03
469,Die Cutting Machine Manual,Office,487,289,D,0,0.17
470,Serpentine Belt 6PK,Automotive,1317,72,D,0,0.17
471,"Hedge Trimmer Cordless 22""",Garden,1243,352,D,0,0.13
472,Sulfur Granular 4lb,Garden,530,45,D,0,0.07
473,"T-Square Aluminum 18""",Office,1453,255,T,0.15,0
474,Shredder Lubricant Sheets 12ct,Office,190,404,D,0,0.1
475,Coil Spring Set,Automotive,1714,436,D,0,0.07
476,Bikini Top Triangle,Clothing,1148,417,T,0.15,0
477,Wonder Special Edition,Books,1588,374,T,0.15,0
478,Oh the Places You'll Go!,Books,1301,285,T,0.15,0
479,Leg Press Attachment,Sports,153,308,T,0.15,0
480,Helmet Kids Multi-Sport,Toys,1913,426,T,0.15,0
481,Facial Steamer Nano Ionic,Beauty,731,293,T,0.15,0
482,Stamp Dispenser Moistener,Office,679,207,T,0.15,0
483,Sprinkler Splash Pad,Toys,900,19,D,0,0.03
484,Origin Signed Edition,Books,387,157,D,0,0.18
485,Laptop Backpack with USB Port,Clothing,1498,189,T,0.15,0
486,Headband Athletic Sweat-Wicking,Clothing,1995,180,T,0.15,0
487,Slow Cooker 6 Quart,Home,1947,35,D,0,0.17
488,Wetsuit 3mm Full,Sports,275,306,D,0,0.07
489,Jurassic Park 30th Anniversary,Books,784,497,T,0.15,0
490,"Paddle Board Inflatable 10'6""",Sports,929,443,D,0,0.12
491,"Portable Monitor 15.6""",Electronics,110,184,D,0,0.04
492,Dried Lentils Red 1lb,Perishables,1771,18,S,0,0
493,"Shipping Tape 2"" 110yd",Office,1778,38,T,0.15,0
494,Whole Grain Pasta 16oz,Perishables,1005,103,S,0,0
495,Water Filter Straw,Sports,636,113,D,0,0.06
496,Push-Up Stands Grip,Sports,599,210,T,0.15,0
497,Fuel Additive Injector Cleaner,Automotive,998,208,T,0.15,0
498,Tablet Stand Holder,Electronics,1816,112,D,0,0.07
499,The Handmaid's Tale Modern Classic,Books,809,385,T,0.15,0
500,Baby Monitor Camera,Electronics,1573,217,T,0.15,0
501,Cotton Rounds 100ct,Beauty,1765,132,D,0,0.03
502,Rain Pants Breathable,Clothing,1383,14,T,0.15,0
503,Laptop Cooling Pad,Electronics,1604,379,D,0,0.02
504,Canister Set Airtight 4-Piece,Home,1035,132,D,0,0.06
505,Wrist Weights 2lb,Sports,1073,279,D,0,0.14
506,"Masking Tape 1"" 60yd",Office,367,425,D,0,0.14
507,Cottage Cheese 24oz,Perishables,690,266,S,0,0
508,Return of the King Collector's,Books,108,375,T,0.15,0
509,"Fiberglass Planter Modern 12""",Garden,815,90,D,0,0.13
510,Persepolis Complete,Books,878,47,T,0.15,0
511,White Fragility Paperback,Books,1941,488,D,0,0.04
512,Essential Oil Peppermint 10ml,Beauty,1033,316,D,0,0.06
513,Tanning Mitt Applicator,Beauty,1570,189,D,0,0.19
514,Drone with Altitude Hold,Toys,201,186,T,0.15,0
515,Jumpsuit Wide Leg Black,Clothing,539,387,D,0,0.03
516,Craft Knife Precision #11,Office,1322,485,T,0.15,0
517,Rock Tumbler Educational,Toys,671,387,D,0,0.03
518,"Cable Raceway 40"" 5 Channel",Office,428,444,T,0.15,0
519,Comforter All-Season King,Home,1397,241,T,0.15,0
520,Stacking Cups Nesting,Toys,1147,86,T,0.15,0
521,Picture Frame Collage 5x7,Home,1743,447,T,0.15,0
522,Fishing Rod Spinning 6ft,Sports,1559,9,T,0.15,0
523,Steam Mop Floor Cleaner,Home,670,348,T,0.15,0
524,Nail Polish Remover Acetone Free,Beauty,307,435,T,0.15,0
525,Dress Wrap Floral,Clothing,1163,77,D,0,0.08
526,Greenhouse Small Walk-In 4'x6',Garden,1729,458,T,0.15,0
527,The Lost Symbol Large Print,Books,1286,84,D,0,0.01
528,"Ceramic Planter Gloss White 8""",Garden,529,410,T,0.15,0
529,Tunnel Crawl 6ft,Toys,779,98,D,0,0.09
530,Postage Scale Digital 10lb,Office,453,348,D,0,0.09
531,"Plyo Box 20""x24""x30""",Sports,1076,408,T,0.15,0
532,EZ Curl Bar,Sports,949,499,D,0,0.08
533,Alternator 120 Amp,Automotive,513,71,D,0,0.15
534,Spark Plug Iridium 4-Pack,Automotive,1267,186,D,0,0.13
535,Liquid Lipstick Long Wear,Beauty,351,425,D,0,0.04
536,Cactus Mix Fast Draining 2qt,Garden,1232,286,T,0.15,0
537,Differential Cover Cast,Automotive,686,471,T,0.15,0
538,Jewelry Armoire Mirror,Home,257,437,D,0,0.09
539,"Trampoline 36"" Mini",Toys,1508,201,T,0.15,0
540,Tiered Plant Stand 3 Layer,Garden,310,338,D,0,0.18
541,Swim Goggles Anti-Fog,Sports,1942,113,D,0,0.18
542,Loafers Suede Blue,Clothing,1736,482,T,0.15,0
543,Fuel Pump Electric,Automotive,186,253,D,0,0.1
544,V-Neck Sweater Maroon,Clothing,1183,200,T,0.15,0
545,Microwave Oven 0.7 cu ft,Home,1746,79,T,0.15,0
546,Fog Light Kit Yellow,Automotive,106,442,T,0.15,0
547,Wrench Combination Metric,Automotive,750,424,D,0,0.09
548,Lila Greer Teacher of the Year,Books,1893,42,D,0,0.07
549,Dried Cranberries 8oz,Perishables,791,19,S,0,0
550,Protractor 180° Clear,Office,350,49,D,0,0.14
551,The Subtle Art of Not Giving a F*ck,Books,664,120,D,0,0.18
552,Wristband Terry Cloth,Clothing,457,420,T,0.15,0
553,Hair Clipper Kit,Beauty,1442,474,D,0,0.03
554,Henley Shirt Thermal,Clothing,1906,30,T,0.15,0
555,Garage Door Opener Remote,Automotive,1152,488,T,0.15,0
556,Cardigan Sweater Cable Knit,Clothing,1548,307,D,0,0.13
557,Alarm Clock Wooden Digital,Home,1848,47,T,0.15,0
558,Refrigerator Thermometer,Home,1076,58,T,0.15,0
559,Percale Duvet Cover White,Home,1230,2,T,0.15,0
560,Portable Safe Fireproof 0.5 cu ft,Office,1757,73,D,0,0.12
561,Hood Scoop Functional,Automotive,784,128,D,0,0.14
562,Kayak Paddle Aluminum,Sports,516,74,D,0,0.1
563,Desk Lamp LED Dimmable,Office,336,270,T,0.15,0
564,Towel Yoga Non-Slip,Sports,231,434,D,0,0.19
565,Orchid Pot Clear with Slots,Garden,1931,489,T,0.15,0
566,Hydrating Moisturizer Cream,Beauty,1697,236,T,0.15,0
567,Educated Memoir,Books,594,451,T,0.15,0
568,Thyme Dried 0.75oz,Perishables,1589,484,S,0,0
569,Heat Gun Embossing Tool,Office,1976,461,T,0.15,0
570,Agility Ladder 6m,Sports,1703,401,T,0.15,0
571,Brown Bear Brown Bear,Books,1032,157,T,0.15,0
572,The Four Agreements,Books,1131,117,D,0,0.18
573,Mattress Protector Waterproof,Home,1352,32,T,0.15,0
574,Matilda Roald Dahl,Books,491,208,T,0.15,0
575,Lip Mask Overnight,Beauty,1331,46,D,0,0.1
576,Pen Fountain Medium Nib,Office,341,225,T,0.15,0
577,Dry Erase Marker Fine Black 4pk,Office,1073,308,D,0,0.06
578,Armada Science Fiction,Books,1992,43,D,0,0.18
579,Spinosad Concentrate 8oz,Garden,1687,294,T,0.15,0
580,Briefcase Leather Combination Lock,Office,312,207,T,0.15,0
581,Prey Thriller,Books,1464,161,D,0,0.18
582,"Ink Pad Black 2""x3""",Office,625,413,T,0.15,0
583,Bee House Bamboo,Garden,631,134,D,0,0.04
584,Leather Boots Lace-Up,Clothing,1882,37,T,0.15,0
585,Bug Catcher Kit,Toys,396,374,D,0,0.11
586,Cheddar Cheese Sharp Block,Perishables,1895,202,S,0,0
587,Vest Puffer Quilted,Clothing,1030,275,T,0.15,0
588,Midi Dress Lace,Clothing,539,450,T,0.15,0
589,Potting Mix Organic 8qt,Garden,203,185,D,0,0.1
590,Lip Scrub Sugar Mint,Beauty,1123,431,T,0.15,0
591,Sinkers Pyramid 2oz,Sports,850,47,T,0.15,0
592,Potting Bench with Shelf,Garden,232,11,D,0,0.15
593,Puffer Jacket Olive Green,Clothing,1934,249,D,0,0.01
594,Dump Truck Friction,Toys,1054,388,D,0,0.03
595,Garden Cart Folding 150lb Capacity,Garden,1218,436,T,0.15,0
596,"Humidity Dome 10""x20""",Garden,1585,45,D,0,0.14
597,Rash Guard UPF 50,Sports,1643,299,D,0,0.08
598,Mozzarella Shredded 8oz,Perishables,1742,23,S,0,0
599,Snow Crash Deluxe,Books,1404,131,D,0,0.19
600,USB Desk Fan,Electronics,1742,456,D,0,0.14
601,Surfboard Leash 8ft,Sports,504,325,D,0,0.02
602,Shape Sorter Wood,Toys,1702,352,D,0,0.14
603,Fun Home Graphic Novel,Books,364,31,D,0,0.09
604,Ice Skates Figure,Toys,1288,430,D,0,0.01
605,Iggy Peck Architect,Books,1502,166,D,0,0.15
606,Magnetic Eraser for Whiteboard,Office,916,361,T,0.15,0
607,Brake Pads Ceramic Set,Automotive,1104,55,T,0.15,0
608,Home Theater Soundbar,Electronics,1202,138,D,0,0.07
609,Dune Messiah Paperback,Books,554,59,D,0,0.09
610,Chest Pack Fly Fishing,Sports,1801,266,D,0,0.14
611,Shirt Dress Button Down,Clothing,368,204,D,0,0.07
612,Plant Mister Glass 8oz,Garden,347,354,D,0,0.08
613,Pickles Dill Spears 24oz,Perishables,1927,406,S,0,0
614,Paracord 100ft,Sports,841,404,D,0,0.12
615,All-Purpose Cleaner Spray,Home,813,0,T,0.15,0
616,Spread Dethatcher Tow Behind,Garden,1435,414,D,0,0.08
617,Socks Ankle Cushioned 6-Pair,Clothing,1113,76,T,0.15,0
618,Tie Silk Striped,Clothing,1105,319,T,0.15,0
619,Xylophone Glockenspiel,Toys,194,251,T,0.15,0
620,Quiet Power of Introverts,Books,1353,447,T,0.15,0
621,Smart LED Bulb Color Changing,Electronics,1068,30,T,0.15,0
622,Pesticide Fogger Electric,Garden,1815,139,D,0,0.03
623,Airplane Pull Back,Toys,586,208,T,0.15,0
624,Inflatable Pool 8ft,Toys,1851,17,T,0.15,0
625,Oven Mitts Silicone Pair,Home,1332,247,D,0,0.14
626,Cycling Gloves Gel,Sports,409,3,D,0,0.01
627,Science Kit Chemistry,Toys,1152,92,T,0.15,0
628,Dollhouse Furniture 5 Rooms,Toys,813,381,T,0.15,0
629,Expanding File Jacket 13 Pocket,Office,838,224,D,0,0.07
630,Retinol Night Repair,Beauty,358,237,T,0.15,0
631,Chia Seeds Organic 12oz,Perishables,1534,104,S,0,0
632,Laser Toner Cartridge,Office,918,141,D,0,0.12
633,"Duct Tape Black 2"" x 30yd",Office,406,337,T,0.15,0
634,Lip Gloss Shimmer Pink,Beauty,374,353,D,0,0.05
635,"Easel Pad 25""x30"" 50 Sheets",Office,1442,343,D,0,0.11
636,Essential Oil Tea Tree 10ml,Beauty,202,67,D,0,0.18
637,Swim Cap Silicone,Sports,698,23,D,0,0.06
638,Push Toy Walker,Toys,1797,465,T,0.15,0
639,Digital Photo Frame,Electronics,125,321,T,0.15,0
640,Rice Cooker Digital,Home,169,147,D,0,0.16
641,Norse Mythology Neil Gaiman,Books,1228,410,D,0,0.15
642,"Desktop Planter Succulent 3""",Garden,466,493,T,0.15,0
643,"Hand Pruner Bypass 8""",Garden,1928,378,D,0,0.04
644,Bouncy Ball Assorted,Toys,1647,154,D,0,0.17
645,Neuromancer 40th Anniversary,Books,1224,128,D,0,0.15
646,Garden Gloves Nitrile Coated,Garden,1974,408,D,0,0.09
647,Baking Soda 1lb,Perishables,659,298,S,0,0
648,Shaving Cream Sensitive Skin,Beauty,1841,11,T,0.15,0
649,"Ruler Metal 24"" Non Slip",Office,195,168,D,0,0.03
650,Overdoor Hook Rack,Home,1263,169,T,0.15,0
651,Doll Fashion Accessories,Toys,769,328,T,0.15,0
652,Gym Chalk Ball,Sports,384,69,D,0,0.07
653,Window Visor Smoke,Automotive,536,469,T,0.15,0
654,Flats Pointed Toe Black,Clothing,962,336,D,0,0.04
655,Hat Box Round,Home,1550,128,D,0,0.11
656,Heretics of Dune,Books,736,349,T,0.15,0
657,Rowing Gloves Padded,Sports,1589,428,D,0,0.07
658,Fire Extinguisher 2.5lb,Automotive,1201,242,D,0,0.17
659,Bleaching Cream Facial,Beauty,1676,30,D,0,0.06
660,Cardigan Open Front Long,Clothing,1250,150,T,0.15,0
661,Nail Clipper Stainless Steel,Beauty,1561,361,D,0,0.12
662,Roller Skates Adjustable,Toys,460,182,D,0,0.18
663,Landing Net Rubber Mesh,Sports,730,157,D,0,0.09
664,Kitchen Scissors Multi-Purpose,Home,1065,35,T,0.15,0
665,Coolant Antifreeze 1 Gallon,Automotive,1332,268,D,0,0.02
666,Page Flags Arrow 100ct,Office,1112,351,D,0,0.15
667,Dip Bar Station,Sports,1099,377,T,0.15,0
668,The Chronicles of Narnia Box Set,Books,1361,161,D,0,0.13
669,Magnetic Push Pins 12ct,Office,1030,365,D,0,0.19
670,Mop Spin Microfiber,Home,771,139,T,0.15,0
671,Pillow Cooling Gel,Home,442,219,T,0.15,0
672,Aerator Manual Spike 2 Handle,Garden,275,331,D,0,0.05
673,Blood Pressure Monitor,Electronics,1756,334,D,0,0.1
674,Aaron Slater Illustrator,Books,176,365,D,0,0.17
675,ID Card Printer Ribbon,Office,1975,241,D,0,0.09
676,Turkey Sticks Protein Snack,Perishables,958,371,S,0,0
677,The Two Towers Leather Bound,Books,1101,293,D,0,0.14
678,Mayonnaise Real 30oz,Perishables,1874,251,S,0,0
679,Interactive Whiteboard Pen,Office,1127,122,T,0.15,0
680,Thermostat 195°F,Automotive,1419,373,D,0,0.17
681,Snow Chains Heavy Duty,Automotive,1316,144,D,0,0.16
682,Moby Dick Unabridged,Books,1000,499,D,0,0.19
683,Foundation Trilogy Box Set,Books,1318,88,D,0,0.13
684,Balance Board Wobble,Sports,834,47,D,0,0.01
685,Row Cover Frost Protection 10ft x 20ft,Garden,1980,427,T,0.15,0
686,Sandbox with Cover,Toys,1101,298,T,0.15,0
687,Bluetooth Portable Speaker,Electronics,271,353,T,0.15,0
688,Compass Geometry Metal,Office,1009,327,D,0,0.04
689,Women's High Waist Leggings Black,Clothing,1160,66,T,0.15,0
690,File Folder Letter Size 25ct,Office,1716,484,D,0,0.2
691,Fishing Lures Kit 50pcs,Sports,152,33,T,0.15,0
692,Yoyo Professional Responsive,Toys,816,485,D,0,0.02
693,Bouncy Inflatable Unicorn,Toys,1623,190,D,0,0.02
694,Router Wi-Fi 6,Electronics,844,179,D,0,0.09
695,Goodnight Moon Board Book,Books,1620,238,D,0,0.09
696,Pull Buoy Swim Aid,Sports,1301,434,T,0.15,0
697,Toner Rosewater Mist,Beauty,602,436,T,0.15,0
698,"Torque Wrench 1/2"" Drive",Automotive,1369,66,D,0,0.19
699,Storage Ottoman Faux Leather,Home,1919,267,D,0,0.11
700,Sticky Notes 3x3 12 Pads,Office,191,157,D,0,0.14
701,Toy Organizer Bin Storage,Toys,1758,302,D,0,0.16
702,Cold Frame Polycarbonate,Garden,114,332,D,0,0.1
703,Sunshade Windshield Foldable,Automotive,669,324,D,0,0.1
704,Toe Separators Foam 10pc,Beauty,500,1,D,0,0.04
705,Whistle Coach Metal,Sports,1211,491,T,0.15,0
706,Becoming Nicole,Books,1491,449,D,0,0.06
707,"Kids Tablet 7""",Electronics,957,71,D,0,0.15
708,Blood Meal 5lb,Garden,738,474,D,0,0.18
709,"Dry Erase Board 24""x36""",Office,1237,378,D,0,0.03
710,Squat Rack Power Cage,Sports,1470,283,D,0,0.12
711,Desk Name Plate Acrylic,Office,277,232,T,0.15,0
712,Stuffed Animal Elephant,Toys,1337,89,D,0,0.09
713,Satin Pillowcase Anti Wrinkle,Beauty,1705,29,D,0,0.19
714,Security Cable Slot Lock,Office,650,415,D,0,0.13
715,Wax Strips Hard Wax 20ct,Beauty,1539,340,T,0.15,0
716,Steering Wheel Cover Leather,Automotive,467,276,T,0.15,0
717,Hooded Sweatshirt Gray,Clothing,1043,123,D,0,0.03
718,Insecticidal Soap Ready to Use 32oz,Garden,1596,441,D,0,0.17
719,Body Lotion Coconut Scent,Beauty,923,115,D,0,0.1
720,Surge Protector Power Strip,Electronics,1057,114,D,0,0.12
721,Sharpener Manual Double Hole,Office,179,348,T,0.15,0
722,Foundation Liquid Dewy Finish,Beauty,1282,499,D,0,0.13
723,Congo Vintage,Books,190,332,T,0.15,0
724,"Planter Self Watering 10""",Garden,1006,41,D,0,0.02
725,Heart Rate Monitor Chest Strap,Sports,307,492,T,0.15,0
726,Binder Clips Assorted Sizes 60ct,Office,1961,300,T,0.15,0
727,Nail Strengthener Hardener,Beauty,542,60,D,0,0.08
728,Cable Clips Adhesive 20ct,Office,1930,257,T,0.15,0
729,Elbow Compression Sleeve,Sports,1463,32,D,0,0.18
730,Action Camera Waterproof Case,Electronics,612,191,T,0.15,0
731,"Binder 3-Ring 1"" Clear View",Office,1164,117,D,0,0.11
732,Scarf Cashmere Blend,Clothing,485,477,D,0,0.1
733,"Soil Sieve 1/4"" Mesh 12""",Garden,336,259,T,0.15,0
734,Garlic Powder 3oz,Perishables,144,261,S,0,0
735,Scan Tool Professional,Automotive,1922,478,D,0,0.13
736,Lord of the Flies Educational,Books,827,266,D,0,0.2
737,First Aid Kit Car,Automotive,386,23,D,0,0.18
738,Crime and Punishment Translation,Books,887,435,T,0.15,0
739,Play Tent Castle Pop Up,Toys,1471,79,D,0,0.19
740,Sea Salt Fine Grind,Perishables,199,89,S,0,0
741,Bobby Pins Brown 50ct,Beauty,924,28,D,0,0.06
742,Telescope 50mm,Toys,1486,10,D,0,0.05
743,Magnetic Pickup Tool,Automotive,1802,415,D,0,0.19
744,First Aid Kit 100 Pieces,Sports,1041,259,D,0,0.08
745,Dish Drying Mat Microfiber,Home,1084,134,T,0.15,0
746,Eraser White Hi-Polymer 4ct,Office,1118,214,T,0.15,0
747,Seat Cover Neoprene Front,Automotive,1169,417,T,0.15,0
748,Photo Corners Self Adhesive 200ct,Office,443,59,D,0,0.14
749,Kettlebell Cast Iron 35lb,Sports,1440,76,D,0,0.12
750,Pencil Lead 0.5mm HB 30ct,Office,1755,437,T,0.15,0
751,Coconut Milk Canned 13.5oz,Perishables,1045,190,S,0,0
752,Under Desk Cycle,Sports,832,161,D,0,0.03
753,Socket Set 45pc,Automotive,557,421,T,0.15,0
754,Edger Blade Half Moon,Garden,1893,440,T,0.15,0
755,Trash Can Lid Sensor 13 Gal,Home,299,19,D,0,0.02
756,Toy Telescope 15x,Toys,324,363,D,0,0.16
757,Just Mercy Movie Tie-In,Books,1918,449,T,0.15,0
758,"Paper Trimmer 12"" Guillotine",Office,893,414,T,0.15,0
759,Hand Cream Shea Butter,Beauty,1211,243,D,0,0.2
760,Moss Pole for Climbing Plants,Garden,1239,305,T,0.15,0
761,Crayons 64 Count,Toys,571,90,D,0,0.1
762,Cable Management Tray,Office,1113,36,D,0,0.16
763,Belt Bag Fanny Pack,Clothing,399,317,D,0,0.17
764,Salsa Medium 16oz,Perishables,1725,27,S,0,0
765,Propagation Station Glass Vase,Garden,1777,126,D,0,0.14
766,Hair Serum Anti-Frizz,Beauty,826,18,T,0.15,0
767,Over-Ear Studio Headphones,Electronics,262,213,D,0,0.12
768,Lip Balm SPF 15,Sports,945,381,D,0,0.1
769,Car Battery 12V 600CCA,Automotive,540,406,T,0.15,0
770,Staple Remover Jaw,Office,798,194,T,0.15,0
771,Multitool 18-in-1,Sports,1876,229,T,0.15,0
772,"Alloy Wheel Rim 18""",Automotive,1881,340,D,0,0.1
773,Fish Emulsion 32oz,Garden,670,120,T,0.15,0
774,Base Coat Top Coat Set,Beauty,1370,122,T,0.15,0
775,Lifting Straps Cotton,Sports,1394,216,T,0.15,0
776,Glow Sticks 100ct,Toys,1601,430,D,0,0.09
777,Leather Belt Brown,Clothing,1602,345,T,0.15,0
778,Circe Bestseller,Books,1484,421,D,0,0.11
779,Vegetable Broth Low Sodium,Perishables,266,385,S,0,0
780,Body Wash Hydrating Gel,Beauty,1570,127,T,0.15,0
781,Nail Stickers Floral 20 designs,Beauty,418,76,T,0.15,0
782,Play Food Kitchen Set,Toys,1975,205,D,0,0.07
783,Women's Blouse Silk Chiffon,Clothing,316,69,D,0,0.11
784,Antiperspirant Stick Invisible Solid,Beauty,1674,415,T,0.15,0
785,Neck Gaiter UV Protection,Clothing,1127,351,T,0.15,0
786,Headboard Upholstered Tufted,Home,542,244,T,0.15,0
787,The Great Gatsby Hardcover,Books,1775,256,T,0.15,0
788,Wrist Strap Yoga,Sports,1245,419,D,0,0.18
789,Straight Bar Curl,Sports,197,99,T,0.15,0
790,Duffel Bag Gym Large,Clothing,398,461,D,0,0.02
791,The Wild Robot Protects,Books,923,9,D,0,0.09
792,Bed Skirt Ruffled,Home,1713,344,D,0,0.01
793,Plant Light LED Full Spectrum,Garden,1008,145,T,0.15,0
794,Microphone for PC Gaming,Electronics,752,234,D,0,0.05
795,Air Plant Holder Driftwood,Garden,1290,487,T,0.15,0
796,Leaf Shine Spray 12oz,Garden,1022,123,T,0.15,0
797,Wheel Hub Bearing Assembly,Automotive,1674,168,T,0.15,0
798,Broccoli Florets Frozen,Perishables,1241,63,S,0,0
799,Doctor Kit Stethoscope,Toys,200,476,T,0.15,0
800,Lip Liner Pencil Nude,Beauty,1701,300,D,0,0.16
801,Wireless Optical Mouse,Electronics,883,40,T,0.15,0
802,The Andromeda Strain Classic,Books,1797,270,D,0,0.17
803,Sway Bar Link Kit,Automotive,937,275,T,0.15,0
804,Cotton Crewneck T-Shirt White,Clothing,1280,256,D,0,0.06
805,Drawer Organizer Expandable,Home,1697,2,D,0,0.02
806,Vacuum Cleaner Bagless,Home,1719,73,D,0,0.15
807,Chino Pants Khaki,Clothing,1556,329,T,0.15,0
808,Dry Sack Waterproof 20L,Sports,1619,151,D,0,0.11
809,"Cutting Mat Self Healing 12""x18""",Office,296,421,T,0.15,0
810,Ankle Weights 5lb Pair,Sports,1131,33,D,0,0.15
811,Dune Movie Tie-In,Books,874,435,D,0,0.02
812,Duster Extendable Feather,Home,991,96,D,0,0.03
813,Desk Folding Portable,Home,267,237,D,0,0.13
814,Laptop Stand Foldable Aluminum,Office,1410,254,D,0,0.08
815,Pimple Patches Hydrocolloid 36ct,Beauty,1117,408,T,0.15,0
816,The Rainbow Fish,Books,1346,129,D,0,0.06
817,Walnuts Raw Halves,Perishables,910,484,S,0,0
818,Axle Shaft CV,Automotive,1867,188,D,0,0.08
819,Razor 5 Blade with Lubrication,Beauty,1281,33,T,0.15,0
820,Magnifying Glass 3x,Toys,149,112,T,0.15,0
821,Windshield Washer Fluid -20°F,Automotive,102,164,D,0,0.04
822,Sidewalk Chalk 48pc,Toys,1893,499,T,0.15,0
823,Key Tags Plastic 100ct,Office,1857,404,T,0.15,0
824,Webcam with Microphone,Electronics,1132,135,T,0.15,0
825,Fly Box Foam,Sports,431,380,D,0,0.1
826,Compost Pail Stainless 1 Gallon,Garden,1003,34,D,0,0.11
827,Shift Knob Weighted,Automotive,1156,55,T,0.15,0
828,Corn Kernels Sweet,Perishables,1044,480,S,0,0
829,Knee Sleeves Neoprene Pair,Sports,1470,351,D,0,0.16
830,Rabbit Repellent Spray 24oz,Garden,363,251,T,0.15,0
831,One-Piece Swimsuit Navy,Clothing,1627,213,D,0,0.13
832,Cotton Towel Set 6-Piece,Home,117,143,T,0.15,0
833,4K Action Camera,Electronics,1476,481,D,0,0.02
834,Hair Mask Deep Conditioning,Beauty,1112,79,T,0.15,0
835,Jack Stands 6 Ton Pair,Automotive,485,46,T,0.15,0
836,"Terracotta Pot 6"" 5pk",Garden,1799,162,T,0.15,0
837,Spatula Silicone Heat Resistant,Home,405,443,T,0.15,0
838,Rosemary Dried 0.5oz,Perishables,1821,231,S,0,0
839,Moisture Meter 3-in-1,Garden,360,76,T,0.15,0
840,Sandals Arch Support Brown,Clothing,491,284,D,0,0.1
841,Pax Journey Home,Books,927,288,D,0,0.06
842,Pasta Sauce Mushroom,Perishables,1092,386,S,0,0
843,The Lion Witch Wardrobe,Books,1672,149,D,0,0.05
844,Signature Stamp Self Inking,Office,959,184,T,0.15,0
845,Yoga Block Foam,Sports,1379,361,T,0.15,0
846,Bubble Gun Battery Operated,Toys,1054,65,D,0,0.18
847,A-Line Skirt Corduroy,Clothing,448,139,D,0,0.11
848,21 Lessons for 21st Century,Books,1575,143,T,0.15,0
849,Clicker Wireless Presenter,Office,772,296,D,0,0.11
850,Laminator Pouch 9x11.5 100ct,Office,1468,93,D,0,0.12
851,Eyeshadow Palette Neutral 12 Pan,Beauty,1415,29,D,0,0.18
852,Winter Boots Faux Fur Lined,Clothing,361,380,T,0.15,0
853,Spreader Broadcast Handheld,Garden,1300,215,D,0,0.02
854,Balsamic Vinegar Glass Bottle,Perishables,1432,308,S,0,0
855,"Tape Dispenser Weighted 1""",Office,556,471,T,0.15,0
856,Tortillas Corn Soft 8ct,Perishables,663,371,S,0,0
857,Check Writer Electronic,Office,1115,257,D,0,0.11
858,Garden Trowel Stainless Steel,Garden,1516,33,T,0.15,0
859,Code Reader OBD2,Automotive,1492,271,D,0,0.18
860,Exercise Bike Stationary,Sports,477,115,D,0,0.11
861,Seed Starting Tray 72 Cell,Garden,423,486,T,0.15,0
862,Gender Queer Memoir,Books,1358,157,T,0.15,0
863,Marinara Sauce 25oz,Perishables,1969,463,S,0,0
864,"Ultra HD Smart TV 55""",Electronics,198,434,D,0,0.1
865,Wireless Keyboard and Mouse Combo,Electronics,1406,357,D,0,0.04
866,Portable DVD Player,Electronics,808,398,D,0,0.11
867,Pencil Case Canvas Zipper,Office,1844,257,T,0.15,0
868,Corner Stapler for Booklets,Office,782,441,D,0,0.15
869,External SSD 1TB,Electronics,1595,385,T,0.15,0
870,Cart AV Rolling with Shelf,Office,1130,24,T,0.15,0
871,Leaf Scoop Pair,Garden,1715,65,D,0,0.05
872,Microscope 40x-1000x,Toys,901,424,D,0,0.09
873,Car Carrying Case,Toys,504,61,T,0.15,0
874,Building Blocks Set 500pcs,Toys,1199,295,T,0.15,0
875,Epoxy Syringe 5 Minute,Office,1553,459,D,0,0.07
876,Self Tanner Lotion Medium,Beauty,355,208,D,0,0.02
