507,Cottage Cheese 24oz,690,266,S,0,0
508,Return of the King Collector's,108,375,T,0.15,0
509,"Fiberglass Planter Modern 12""",815,90,D,0,0.13
510,Persepolis Complete,878,47,T,0.15,0
511,White Fragility Paperback,1941,488,D,0,0.04
512,Essential Oil Peppermint 10ml,1033,316,D,0,0.06
513,Tanning Mitt Applicator,1570,189,D,0,0.19
514,Drone with Altitude Hold,201,186,T,0.15,0
515,Jumpsuit Wide Leg Black,539,387,D,0,0.03
516,Craft Knife Precision #11,1322,485,T,0.15,0
517,Rock Tumbler Educational,671,387,D,0,0.03
518,"Cable Raceway 40"" 5 Channel",428,444,T,0.15,0
519,Comforter All-Season King,1397,241,T,0.15,0
520,Stacking Cups Nesting,1147,86,T,0.15,0
521,Picture Frame Collage 5x7,1743,447,T,0.15,0
522,Fishing Rod Spinning 6ft,1559,9,T,0.15,0
523,Steam Mop Floor Cleaner,670,348,T,0.15,0
524,Nail Polish Remover Acetone Free,307,435,T,0.15,0
525,Dress Wrap Floral,1163,77,D,0,0.08
526,Greenhouse Small Walk-In 4'x6',1729,458,T,0.15,0
527,The Lost Symbol Large Print,1286,84,D,0,0.01
528,"Ceramic Planter Gloss White 8""",529,410,T,0.15,0
529,Tunnel Crawl 6ft,779,98,D,0,0.09
530,Postage Scale Digital 10lb,453,348,D,0,0.09
531,"Plyo Box 20""x24""x30""",1076,408,T,0.15,0
532,EZ Curl Bar,949,499,D,0,0.08
533,Alternator 120 Amp,513,71,D,0,0.15
534,Spark Plug Iridium 4-Pack,1267,186,D,0,0.13
535,Liquid Lipstick Long Wear,351,425,D,0,0.04
536,Cactus Mix Fast Draining 2qt,1232,286,T,0.15,0
537,Differential Cover Cast,686,471,T,0.15,0
538,Jewelry Armoire Mirror,257,437,D,0,0.09
539,"Trampoline 36"" Mini",1508,201,T,0.15,0
540,Tiered Plant Stand 3 Layer,310,338,D,0,0.18
541,Swim Goggles Anti-Fog,1942,113,D,0,0.18
542,Loafers Suede Blue,1736,482,T,0.15,0
543,Fuel Pump Electric,186,253,D,0,0.1
544,V-Neck Sweater Maroon,1183,200,T,0.15,0
545,Microwave Oven 0.7 cu ft,1746,79,T,0.15,0
546,Fog Light Kit Yellow,106,442,T,0.15,0
547,Wrench Combination Metric,750,424,D,0,0.09
548,Lila Greer Teacher of the Year,1893,42,D,0,0.07
549,Dried Cranberries 8oz,791,19,S,0,0
550,Protractor 180° Clear,350,49,D,0,0.14
551,The Subtle Art of Not Giving a F*ck,664,120,D,0,0.18
552,Wristband Terry Cloth,457,420,T,0.15,0
553,Hair Clipper Kit,1442,474,D,0,0.03
554,Henley Shirt Thermal,1906,30,T,0.15,0
555,Garage Door Opener Remote,1152,488,T,0.15,0
556,Cardigan Sweater Cable Knit,1548,307,D,0,0.13
557,Alarm Clock Wooden Digital,1848,47,T,0.15,0
558,Refrigerator Thermometer,1076,58,T,0.15,0
559,Percale Duvet Cover White,1230,2,T,0.15,0
560,Portable Safe Fireproof 0.5 cu ft,1757,73,D,0,0.12
561,Hood Scoop Functional,784,128,D,0,0.14
562,Kayak Paddle Aluminum,516,74,D,0,0.1
563,Desk Lamp LED Dimmable,336,270,T,0.15,0
564,Towel Yoga Non-Slip,231,434,D,0,0.19
565,Orchid Pot Clear with Slots,1931,489,T,0.15,0
566,Hydrating Moisturizer Cream,1697,236,T,0.15,0
567,Educated Memoir,594,451,T,0.15,0
568,Thyme Dried 0.75oz,1589,484,S,0,0
569,Heat Gun Embossing Tool,1976,461,T,0.15,0
570,Agility Ladder 6m,1703,401,T,0.15,0
571,Brown Bear Brown Bear,1032,157,T,0.15,0
572,The Four Agreements,1131,117,D,0,0.18
573,Mattress Protector Waterproof,1352,32,T,0.15,0
574,Matilda Roald Dahl,491,208,T,0.15,0
575,Lip Mask Overnight,1331,46,D,0,0.1
576,Pen Fountain Medium Nib,341,225,T,0.15,0
577,Dry Erase Marker Fine Black 4pk,1073,308,D,0,0.06
578,Armada Science Fiction,1992,43,D,0,0.18
579,Spinosad Concentrate 8oz,1687,294,T,0.15,0
580,Briefcase Leather Combination Lock,312,207,T,0.15,0
581,Prey Thriller,1464,161,D,0,0.18
582,"Ink Pad Black 2""x3""",625,413,T,0.15,0
583,Bee House Bamboo,631,134,D,0,0.04
584,Leather Boots Lace-Up,1882,37,T,0.15,0
585,Bug Catcher Kit,396,374,D,0,0.11
586,Cheddar Cheese Sharp Block,1895,202,S,0,0
587,Vest Puffer Quilted,1030,275,T,0.15,0
588,Midi Dress Lace,539,450,T,0.15,0
589,Potting Mix Organic 8qt,203,185,D,0,0.1
590,Lip Scrub Sugar Mint,1123,431,T,0.15,0
591,Sinkers Pyramid 2oz,850,47,T,0.15,0
592,Potting Bench with Shelf,232,11,D,0,0.15
593,Puffer Jacket Olive Green,1934,249,D,0,0.01
594,Dump Truck Friction,1054,388,D,0,0.03
595,Garden Cart Folding 150lb Capacity,1218,436,T,0.15,0
596,"Humidity Dome 10""x20""",1585,45,D,0,0.14
597,Rash Guard UPF 50,1643,299,D,0,0.08
598,Mozzarella Shredded 8oz,1742,23,S,0,0
599,Snow Crash Deluxe,1404,131,D,0,0.19
600,USB Desk Fan,1742,456,D,0,0.14
601,Surfboard Leash 8ft,504,325,D,0,0.02
602,Shape Sorter Wood,1702,352,D,0,0.14
603,Fun Home Graphic Novel,364,31,D,0,0.09
604,Ice Skates Figure,1288,430,D,0,0.01
605,Iggy Peck Architect,1502,166,D,0,0.15
606,Magnetic Eraser for Whiteboard,916,361,T,0.15,0
607,Brake Pads Ceramic Set,1104,55,T,0.15,0
608,Home Theater Soundbar,1202,138,D,0,0.07
609,Dune Messiah Paperback,554,59,D,0,0.09
610,Chest Pack Fly Fishing,1801,266,D,0,0.14
611,Shirt Dress Button Down,368,204,D,0,0.07
612,Plant Mister Glass 8oz,347,354,D,0,0.08
613,Pickles Dill Spears 24oz,1927,406,S,0,0
614,Paracord 100ft,841,404,D,0,0.12
615,All-Purpose Cleaner Spray,813,0,T,0.15,0
616,Spread Dethatcher Tow Behind,1435,414,D,0,0.08
617,Socks Ankle Cushioned 6-Pair,1113,76,T,0.15,0
618,Tie Silk Striped,1105,319,T,0.15,0
619,Xylophone Glockenspiel,194,251,T,0.15,0
620,Quiet Power of Introverts,1353,447,T,0.15,0
621,Smart LED Bulb Color Changing,1068,30,T,0.15,0
622,Pesticide Fogger Electric,1815,139,D,0,0.03
623,Airplane Pull Back,586,208,T,0.15,0
624,Inflatable Pool 8ft,1851,17,T,0.15,0
625,Oven Mitts Silicone Pair,1332,247,D,0,0.14
626,Cycling Gloves Gel,409,3,D,0,0.01
627,Science Kit Chemistry,1152,92,T,0.15,0
628,Dollhouse Furniture 5 Rooms,813,381,T,0.15,0
629,Expanding File Jacket 13 Pocket,838,224,D,0,0.07
630,Retinol Night Repair,358,237,T,0.15,0
631,Chia Seeds Organic 12oz,1534,104,S,0,0
632,Laser Toner Cartridge,918,141,D,0,0.12
633,"Duct Tape Black 2"" x 30yd",406,337,T,0.15,0
634,Lip Gloss Shimmer Pink,374,353,D,0,0.05
635,"Easel Pad 25""x30"" 50 Sheets",1442,343,D,0,0.11
636,Essential Oil Tea Tree 10ml,202,67,D,0,0.18
637,Swim Cap Silicone,698,23,D,0,0.06
638,Push Toy Walker,1797,465,T,0.15,0
639,Digital Photo Frame,125,321,T,0.15,0
640,Rice Cooker Digital,169,147,D,0,0.16
641,Norse Mythology Neil Gaiman,1228,410,D,0,0.15
642,"Desktop Planter Succulent 3""",466,493,T,0.15,0
643,"Hand Pruner Bypass 8""",1928,378,D,0,0.04
644,Bouncy Ball Assorted,1647,154,D,0,0.17
645,Neuromancer 40th Anniversary,1224,128,D,0,0.15
646,Garden Gloves Nitrile Coated,1974,408,D,0,0.09
647,Baking Soda 1lb,659,298,S,0,0
648,Shaving Cream Sensitive Skin,1841,11,T,0.15,0
649,"Ruler Metal 24"" Non Slip",195,168,D,0,0.03
650,Overdoor Hook Rack,1263,169,T,0.15,0
651,Doll Fashion Accessories,769,328,T,0.15,0
652,Gym Chalk Ball,384,69,D,0,0.07
653,Window Visor Smoke,536,469,T,0.15,0
654,Flats Pointed Toe Black,962,336,D,0,0.04
655,Hat Box Round,1550,128,D,0,0.11
656,Heretics of Dune,736,349,T,0.15,0
657,Rowing Gloves Padded,1589,428,D,0,0.07
658,Fire Extinguisher 2.5lb,1201,242,D,0,0.17
659,Bleaching Cream Facial,1676,30,D,0,0.06
660,Cardigan Open Front Long,1250,150,T,0.15,0
661,Nail Clipper Stainless Steel,1561,361,D,0,0.12
662,Roller Skates Adjustable,460,182,D,0,0.18
663,Landing Net Rubber Mesh,730,157,D,0,0.09
664,Kitchen Scissors Multi-Purpose,1065,35,T,0.15,0
665,Coolant Antifreeze 1 Gallon,1332,268,D,0,0.02
666,Page Flags Arrow 100ct,1112,351,D,0,0.15
667,Dip Bar Station,1099,377,T,0.15,0
668,The Chronicles of Narnia Box Set,1361,161,D,0,0.13
669,Magnetic Push Pins 12ct,1030,365,D,0,0.19
670,Mop Spin Microfiber,771,139,T,0.15,0
671,Pillow Cooling Gel,442,219,T,0.15,0
672,Aerator Manual Spike 2 Handle,275,331,D,0,0.05
673,Blood Pressure Monitor,1756,334,D,0,0.1
674,Aaron Slater Illustrator,176,365,D,0,0.17
675,ID Card Printer Ribbon,1975,241,D,0,0.09
676,Turkey Sticks Protein Snack,958,371,S,0,0
677,The Two Towers Leather Bound,1101,293,D,0,0.14
678,Mayonnaise Real 30oz,1874,251,S,0,0
679,Interactive Whiteboard Pen,1127,122,T,0.15,0
680,Thermostat 195°F,1419,373,D,0,0.17
681,Snow Chains Heavy Duty,1316,144,D,0,0.16
682,Moby Dick Unabridged,1000,499,D,0,0.19
683,Foundation Trilogy Box Set,1318,88,D,0,0.13
684,Balance Board Wobble,834,47,D,0,0.01
685,Row Cover Frost Protection 10ft x 20ft,1980,427,T,0.15,0
686,Sandbox with Cover,1101,298,T,0.15,0
687,Bluetooth Portable Speaker,271,353,T,0.15,0
688,Compass Geometry Metal,1009,327,D,0,0.04
689,Women's High Waist Leggings Black,1160,66,T,0.15,0
690,File Folder Letter Size 25ct,1716,484,D,0,0.2
691,Fishing Lures Kit 50pcs,152,33,T,0.15,0
692,Yoyo Professional Responsive,816,485,D,0,0.02
693,Bouncy Inflatable Unicorn,1623,190,D,0,0.02
694,Router Wi-Fi 6,844,179,D,0,0.09
695,Goodnight Moon Board Book,1620,238,D,0,0.09
696,Pull Buoy Swim Aid,1301,434,T,0.15,0
697,Toner Rosewater Mist,602,436,T,0.15,0
698,"Torque Wrench 1/2"" Drive",1369,66,D,0,0.19
699,Storage Ottoman Faux Leather,1919,267,D,0,0.11
700,Sticky Notes 3x3 12 Pads,191,157,D,0,0.14
701,Toy Organizer Bin Storage,1758,302,D,0,0.16
702,Cold Frame Polycarbonate,114,332,D,0,0.1
703,Sunshade Windshield Foldable,669,324,D,0,0.1
704,Toe Separators Foam 10pc,500,1,D,0,0.04
705,Whistle Coach Metal,1211,491,T,0.15,0
706,Becoming Nicole,1491,449,D,0,0.06
707,"Kids Tablet 7""",957,71,D,0,0.15
708,Blood Meal 5lb,738,474,D,0,0.18
709,"Dry Erase Board 24""x36""",1237,378,D,0,0.03
710,Squat Rack Power Cage,1470,283,D,0,0.12
711,Desk Name Plate Acrylic,277,232,T,0.15,0
712,Stuffed Animal Elephant,1337,89,D,0,0.09
713,Satin Pillowcase Anti Wrinkle,1705,29,D,0,0.19
714,Security Cable Slot Lock,650,415,D,0,0.13
715,Wax Strips Hard Wax 20ct,1539,340,T,0.15,0
716,Steering Wheel Cover Leather,467,276,T,0.15,0
717,Hooded Sweatshirt Gray,1043,123,D,0,0.03
718,Insecticidal Soap Ready to Use 32oz,1596,441,D,0,0.17
719,Body Lotion Coconut Scent,923,115,D,0,0.1
720,Surge Protector Power Strip,1057,114,D,0,0.12
721,Sharpener Manual Double Hole,179,348,T,0.15,0
722,Foundation Liquid Dewy Finish,1282,499,D,0,0.13
723,Congo Vintage,190,332,T,0.15,0
724,"Planter Self Watering 10""",1006,41,D,0,0.02
725,Heart Rate Monitor Chest Strap,307,492,T,0.15,0
726,Binder Clips Assorted Sizes 60ct,1961,300,T,0.15,0
727,Nail Strengthener Hardener,542,60,D,0,0.08
728,Cable Clips Adhesive 20ct,1930,257,T,0.15,0
729,Elbow Compression Sleeve,1463,32,D,0,0.18
730,Action Camera Waterproof Case,612,191,T,0.15,0
731,"Binder 3-Ring 1"" Clear View",1164,117,D,0,0.11
732,Scarf Cashmere Blend,485,477,D,0,0.1
733,"Soil Sieve 1/4"" Mesh 12""",336,259,T,0.15,0
734,Garlic Powder 3oz,144,261,S,0,0
735,Scan Tool Professional,1922,478,D,0,0.13
736,Lord of the Flies Educational,827,266,D,0,0.2
737,First Aid Kit Car,386,23,D,0,0.18
738,Crime and Punishment Translation,887,435,T,0.15,0
739,Play Tent Castle Pop Up,1471,79,D,0,0.19
740,Sea Salt Fine Grind,199,89,S,0,0
741,Bobby Pins Brown 50ct,924,28,D,0,0.06
742,Telescope 50mm,1486,10,D,0,0.05
743,Magnetic Pickup Tool,1802,415,D,0,0.19
744,First Aid Kit 100 Pieces,1041,259,D,0,0.08
745,Dish Drying Mat Microfiber,1084,134,T,0.15,0
746,Eraser White Hi-Polymer 4ct,1118,214,T,0.15,0
747,Seat Cover Neoprene Front,1169,417,T,0.15,0
748,Photo Corners Self Adhesive 200ct,443,59,D,0,0.14
749,Kettlebell Cast Iron 35lb,1440,76,D,0,0.12
750,Pencil Lead 0.5mm HB 30ct,1755,437,T,0.15,0
751,Coconut Milk Canned 13.5oz,1045,190,S,0,0
752,Under Desk Cycle,832,161,D,0,0.03
753,Socket Set 45pc,557,421,T,0.15,0
754,Edger Blade Half Moon,1893,440,T,0.15,0
755,Trash Can Lid Sensor 13 Gal,299,19,D,0,0.02
756,Toy Telescope 15x,324,363,D,0,0.16
757,Just Mercy Movie Tie-In,1918,449,T,0.15,0
758,"Paper Trimmer 12"" Guillotine",893,414,T,0.15,0
759,Hand Cream Shea Butter,1211,243,D,0,0.2
760,Moss Pole for Climbing Plants,1239,305,T,0.15,0
761,Crayons 64 Count,571,90,D,0,0.1
762,Cable Management Tray,1113,36,D,0,0.16
763,Belt Bag Fanny Pack,399,317,D,0,0.17
764,Salsa Medium 16oz,1725,27,S,0,0
765,Propagation Station Glass Vase,1777,126,D,0,0.14
766,Hair Serum Anti-Frizz,826,18,T,0.15,0
767,Over-Ear Studio Headphones,262,213,D,0,0.12
768,Lip Balm SPF 15,945,381,D,0,0.1
769,Car Battery 12V 600CCA,540,406,T,0.15,0
770,Staple Remover Jaw,798,194,T,0.15,0
771,Multitool 18-in-1,1876,229,T,0.15,0
772,"Alloy Wheel Rim 18""",1881,340,D,0,0.1
773,Fish Emulsion 32oz,670,120,T,0.15,0
774,Base Coat Top Coat Set,1370,122,T,0.15,0
775,Lifting Straps Cotton,1394,216,T,0.15,0
776,Glow Sticks 100ct,1601,430,D,0,0.09
777,Leather Belt Brown,1602,345,T,0.15,0
778,Circe Bestseller,1484,421,D,0,0.11
779,Vegetable Broth Low Sodium,266,385,S,0,0
780,Body Wash Hydrating Gel,1570,127,T,0.15,0
781,Nail Stickers Floral 20 designs,418,76,T,0.15,0
782,Play Food Kitchen Set,1975,205,D,0,0.07
783,Women's Blouse Silk Chiffon,316,69,D,0,0.11
784,Antiperspirant Stick Invisible Solid,1674,415,T,0.15,0
785,Neck Gaiter UV Protection,1127,351,T,0.15,0
786,Headboard Upholstered Tufted,542,244,T,0.15,0
787,The Great Gatsby Hardcover,1775,256,T,0.15,0
788,Wrist Strap Yoga,1245,419,D,0,0.18
789,Straight Bar Curl,197,99,T,0.15,0
790,Duffel Bag Gym Large,398,461,D,0,0.02
791,The Wild Robot Protects,923,9,D,0,0.09
792,Bed Skirt Ruffled,1713,344,D,0,0.01
793,Plant Light LED Full Spectrum,1008,145,T,0.15,0
794,Microphone for PC Gaming,752,234,D,0,0.05
795,Air Plant Holder Driftwood,1290,487,T,0.15,0
796,Leaf Shine Spray 12oz,1022,123,T,0.15,0
797,Wheel Hub Bearing Assembly,1674,168,T,0.15,0
798,Broccoli Florets Frozen,1241,63,S,0,0
799,Doctor Kit Stethoscope,200,476,T,0.15,0
800,Lip Liner Pencil Nude,1701,300,D,0,0.16
801,Wireless Optical Mouse,883,40,T,0.15,0
802,The Andromeda Strain Classic,1797,270,D,0,0.17
803,Sway Bar Link Kit,937,275,T,0.15,0
804,Cotton Crewneck T-Shirt White,1280,256,D,0,0.06
805,Drawer Organizer Expandable,1697,2,D,0,0.02
806,Vacuum Cleaner Bagless,1719,73,D,0,0.15
807,Chino Pants Khaki,1556,329,T,0.15,0
808,Dry Sack Waterproof 20L,1619,151,D,0,0.11
809,"Cutting Mat Self Healing 12""x18""",296,421,T,0.15,0
810,Ankle Weights 5lb Pair,1131,33,D,0,0.15
811,Dune Movie Tie-In,874,435,D,0,0.02
812,Duster Extendable Feather,991,96,D,0,0.03
813,Desk Folding Portable,267,237,D,0,0.13
814,Laptop Stand Foldable Aluminum,1410,254,D,0,0.08
815,Pimple Patches Hydrocolloid 36ct,1117,408,T,0.15,0
816,The Rainbow Fish,1346,129,D,0,0.06
817,Walnuts Raw Halves,910,484,S,0,0
818,Axle Shaft CV,1867,188,D,0,0.08
819,Razor 5 Blade with Lubrication,1281,33,T,0.15,0
820,Magnifying Glass 3x,149,112,T,0.15,0
821,Windshield Washer Fluid -20°F,102,164,D,0,0.04
822,Sidewalk Chalk 48pc,1893,499,T,0.15,0
823,Key Tags Plastic 100ct,1857,404,T,0.15,0
824,Webcam with Microphone,1132,135,T,0.15,0
825,Fly Box Foam,431,380,D,0,0.1
826,Compost Pail Stainless 1 Gallon,1003,34,D,0,0.11
827,Shift Knob Weighted,1156,55,T,0.15,0
828,Corn Kernels Sweet,1044,480,S,0,0
829,Knee Sleeves Neoprene Pair,1470,351,D,0,0.16
830,Rabbit Repellent Spray 24oz,363,251,T,0.15,0
831,One-Piece Swimsuit Navy,1627,213,D,0,0.13
832,Cotton Towel Set 6-Piece,117,143,T,0.15,0
833,4K Action Camera,1476,481,D,0,0.02
834,Hair Mask Deep Conditioning,1112,79,T,0.15,0
835,Jack Stands 6 Ton Pair,485,46,T,0.15,0
836,"Terracotta Pot 6"" 5pk",1799,162,T,0.15,0
837,Spatula Silicone Heat Resistant,405,443,T,0.15,0
838,Rosemary Dried 0.5oz,1821,231,S,0,0
839,Moisture Meter 3-in-1,360,76,T,0.15,0
840,Sandals Arch Support Brown,491,284,D,0,0.1
841,Pax Journey Home,927,288,D,0,0.06
842,Pasta Sauce Mushroom,1092,386,S,0,0
843,The Lion Witch Wardrobe,1672,149,D,0,0.05
844,Signature Stamp Self Inking,959,184,T,0.15,0
845,Yoga Block Foam,1379,361,T,0.15,0
846,Bubble Gun Battery Operated,1054,65,D,0,0.18
847,A-Line Skirt Corduroy,448,139,D,0,0.11
848,21 Lessons for 21st Century,1575,143,T,0.15,0
849,Clicker Wireless Presenter,772,296,D,0,0.11
850,Laminator Pouch 9x11.5 100ct,1468,93,D,0,0.12
851,Eyeshadow Palette Neutral 12 Pan,1415,29,D,0,0.18
852,Winter Boots Faux Fur Lined,361,380,T,0.15,0
853,Spreader Broadcast Handheld,1300,215,D,0,0.02
854,Balsamic Vinegar Glass Bottle,1432,308,S,0,0
855,"Tape Dispenser Weighted 1""",556,471,T,0.15,0
856,Tortillas Corn Soft 8ct,663,371,S,0,0
857,Check Writer Electronic,1115,257,D,0,0.11
858,Garden Trowel Stainless Steel,1516,33,T,0.15,0
859,Code Reader OBD2,1492,271,D,0,0.18
860,Exercise Bike Stationary,477,115,D,0,0.11
861,Seed Starting Tray 72 Cell,423,486,T,0.15,0
862,Gender Queer Memoir,1358,157,T,0.15,0
863,Marinara Sauce 25oz,1969,463,S,0,0
864,"Ultra HD Smart TV 55""",198,434,D,0,0.1
865,Wireless Keyboard and Mouse Combo,1406,357,D,0,0.04
866,Portable DVD Player,808,398,D,0,0.11
867,Pencil Case Canvas Zipper,1844,257,T,0.15,0
868,Corner Stapler for Booklets,782,441,D,0,0.15
869,External SSD 1TB,1595,385,T,0.15,0
870,Cart AV Rolling with Shelf,1130,24,T,0.15,0
871,Leaf Scoop Pair,1715,65,D,0,0.05
872,Microscope 40x-1000x,901,424,D,0,0.09
873,Car Carrying Case,504,61,T,0.15,0
874,Building Blocks Set 500pcs,1199,295,T,0.15,0
875,Epoxy Syringe 5 Minute,1553,459,D,0,0.07
876,Self Tanner Lotion Medium,355,208,D,0,0.02
877,Hair Brush Detangling,1078,57,T,0.15,0
878,Camisole Lace Trim,1905,277,D,0,0.05
879,Yoga Pants with Pocket,670,422,T,0.15,0
880,Body Oil Jasmine,1625,256,D,0,0.08
881,Mixed Berries Frozen 12oz,479,212,S,0,0
882,"Trimmer Thread Snips 4""",157,464,D,0,0.07
883,"Desk Calendar 2026 15""x12""",1436,151,T,0.15,0
884,"Mower Cordless Electric 16""",498,331,D,0,0.14
885,Eraser Cap Pencil 36ct,992,352,D,0,0.2
886,Hydration Pack 2L,1469,466,T,0.15,0
887,Makeup Remover Wipes 30ct,1340,123,T,0.15,0
888,Calculator Desktop Dual Power,1932,88,T,0.15,0
889,Hand Grips Strengthener,1869,258,D,0,0.13
890,Scanner Document Feeder,1012,132,T,0.15,0
891,Name Tag Pin Style 25ct,1226,396,T,0.15,0
892,Dress Shirt Oxford White,1434,346,T,0.15,0
893,Hair Clips Set 6pc,1323,451,D,0,0.03
894,Air Fryer 5.8QT,975,49,D,0,0.19
895,Dry Shampoo Dark Tones,1759,406,T,0.15,0
896,V-Handle Row,777,434,T,0.15,0
897,Atomic Habits Practical,1021,220,D,0,0.18
898,Survival Knife Fixed Blade,225,257,T,0.15,0
899,Hiking Poles Pair,1439,419,D,0,0.18
900,Lipstick Matte Red Velvet,1549,396,T,0.15,0
901,Hammer Ball Peen 16oz,1635,337,D,0,0.15
902,Rubber Duck Bath Set,1279,478,T,0.15,0
903,Vertical Garden Wall Planter 4 Pocket,1753,142,D,0,0.15
904,Projector 1080p HD,873,58,T,0.15,0
905,Skorts Active Pleated,1224,145,T,0.15,0
906,Air Layering Pods 5ct,1354,75,T,0.15,0
907,Car FM Transmitter,1062,83,D,0,0.07
908,"Fillet Knife 6""",600,117,D,0,0.18
909,Gymnastics Rings Wooden,1680,360,T,0.15,0
910,Anti Glare Screen Protector,775,104,D,0,0.18
911,Scooter Bell Bicycle,1910,79,D,0,0.1
912,Skipping Rope Digital Counter,1504,145,T,0.15,0
913,Starter Motor Reman,768,375,D,0,0.04
914,Bug Deflector Clear,308,60,T,0.15,0
915,Where the Sidewalk Ends,914,28,T,0.15,0
916,"Tree Wrap 2"" x 50ft",1343,44,T,0.15,0
917,Pen Case Leather 12 Slot,1325,204,D,0,0.11
918,Hoodie Pullover Oversized,266,458,T,0.15,0
919,Drum Set Toy Light Up,869,467,D,0,0.09
920,Sofia Valdez Future Prez,633,451,D,0,0.16
921,Watchmen Deluxe,527,403,T,0.15,0
922,Flashlight LED Rechargeable,1865,1,T,0.15,0
923,Compost Aerator Tool,890,74,D,0,0.1
924,Hummus Classic 10oz,570,276,S,0,0
925,Wheelbarrow Steel Tray 6 cu ft,1755,228,D,0,0.19
926,Timer Gym Interval,1931,496,T,0.15,0
927,License Plate Light LED,756,354,D,0,0.18
928,Sardines in Olive Oil,387,112,S,0,0
929,Mat Sling Carrier,1145,499,T,0.15,0
930,Harry Potter Half-Blood Prince,305,406,T,0.15,0
931,True Wireless Earbuds,1096,345,D,0,0.09
932,Love You Forever Paperback,1874,483,T,0.15,0
933,Resistance Loop Bands,1188,484,T,0.15,0
934,Weed Torch Propane,1630,134,T,0.15,0
935,Coat Rack Tree Wooden,1155,347,T,0.15,0
936,To Kill a Mockingbird Paperback,426,139,T,0.15,0
937,Letter Opener Safety Knife,766,104,D,0,0.19
938,Microfiber Cleaning Cloth 12-Pack,1824,331,T,0.15,0
939,Office Chair Ergonomic Mesh Black,642,250,D,0,0.08
940,"Padlock Combination 1-3/4""",817,465,D,0,0.19
941,Denim Jacket Blue,1763,243,D,0,0.08
942,Epsom Salt Garden 3lb,961,77,D,0,0.09
943,Conditioner Repair Damage,1242,153,T,0.15,0
944,Thermal Underwear Set,1188,50,T,0.15,0
945,Tool Chest Rolling 5 Drawer,1916,380,D,0,0.03
946,Colored Pencils 36 Pack,1208,79,D,0,0.17
947,Planner Weekly Monthly 2026,1421,26,D,0,0.07
948,Weed Barrier Fabric 4ft x 100ft,973,14,T,0.15,0
949,"Skateboard Mini 22""",1217,400,D,0,0.18
950,Extra Virgin Olive Oil 500ml,1669,242,S,0,0
951,Air Purifier for Home,1717,277,D,0,0.2
952,Slime Unicorn Scented,1645,405,D,0,0.07
953,Perlite 2qt,1312,119,T,0.15,0
954,Yoga Strap Cotton 8ft,1813,41,D,0,0.13
955,"Exercise Mat TPE 1/2""",1120,396,D,0,0.09
956,Toaster 2 Slice,1457,247,D,0,0.12
957,"Running Shorts 5"" Inseam",1231,489,T,0.15,0
958,Hair Rollers Velcro 12pc,889,439,T,0.15,0
959,Date Stamp Reversible,1010,290,T,0.15,0
960,Beef Jerky Original,1410,485,S,0,0
961,Cooler Backpack 30 Can,1923,335,T,0.15,0
962,Paint Marker Oil Based White 3pk,977,402,T,0.15,0
963,Vermiculite Fine 4qt,1088,134,T,0.15,0
964,Leaf Spring Helper,661,310,D,0,0.12
965,Electric Pressure Washer,1019,46,T,0.15,0
966,Pen Ballpoint Black 12pk,1465,196,T,0.15,0
967,Rain Barrel 50 Gallon,654,92,T,0.15,0
968,Facial Razor Dermaplane 3ct,941,315,T,0.15,0
969,Leggings Fleece Lined,351,212,D,0,0.17
970,Sulfur Fungicide Dust 1lb,895,204,T,0.15,0
971,Battery Charger Maintainer,937,337,T,0.15,0
972,Tea Set Ceramic 14pc,826,60,D,0,0.14
973,Cashews Unsalted,530,162,S,0,0
974,Card Game Family,908,6,D,0,0.15
975,Where the Crawdads Sing,1599,61,T,0.15,0
976,Basmati Rice 5lb,768,229,S,0,0
977,Inkjet Printer All-in-One,1105,184,T,0.15,0
978,Song of Achilles Paperback,894,286,D,0,0.17
979,Mechanical Pencil 0.7mm 2pk,275,362,T,0.15,0
980,Fahrenheit 451 Anniversary,1691,397,T,0.15,0
981,Blush Powder Rose,1104,266,D,0,0.17
982,Capri Pants Rolled Hem,723,198,D,0,0.2
983,Green Tea Matcha Powder,1789,257,S,0,0
984,Dry Erase Markers 4 Pack Black,1646,370,T,0.15,0
985,Snorkel Dry Top,895,76,D,0,0.15
986,Webcam 1080p with Privacy Shutter,381,86,T,0.15,0
987,Tank Top Ribbed Black,223,87,D,0,0.07
988,Tarp Heavy Duty 10x10,931,363,D,0,0.07
989,Becoming Supernatural,1213,267,D,0,0.17
990,Cultivator Hand 3 Prong,112,275,D,0,0.17
991,Candle Soy Lavender 9oz,1833,486,T,0.15,0
992,365 Days of Wonder,1810,312,D,0,0.14
993,"Pointer Telescoping 24""",1775,475,D,0,0.12
994,Action Hoe Scuffle,1203,146,D,0,0.01
995,Bird Netting 28ft x 28ft,1605,441,D,0,0.17
996,"Rain Gauge 5""",136,279,T,0.15,0
997,Granola Bars Peanut Butter,1956,22,S,0,0
998,"Shelf Liner Grip 12""x10'",1846,9,D,0,0.12
999,Brush Cleaner Silicone Pad,1432,269,T,0.15,0
1000,AeroBlade Mouse,641,180,T,0.15,0
1001,Bread,100,2,S,0,0
1002,test,100,10,T,0.15,0
1003,test2,100,1,D,0,0.1
